parameter,observed_variable,factor_index,mean,median,sd,q5,q95,truth_value,error,rhat,ess_bulk,ess_tail
Lambda_a,rate_dribbles_against_won,1,-3.355518547500244e-4,-0.0030809935,0.0952134627108393,-0.1093351715,0.1082487075,-0.12482425198756422,0.1244887001328142,1.7349594837495572,6.111054710452218,115.92931573292734
Lambda_a,rate_successful_sliding_tackles,1,0.0011890261800001,0.00110011499999999,0.2376888635537919,-0.250115249,0.252733275,-0.24049569621963005,0.24168472239963015,1.733181055994376,6.140065713571722,143.42692604706923
Lambda_a,per90_fouls,1,-6.83152882500025e-4,-0.00126074000000001,0.3528576511755978,-0.37182179900000006,0.371170133,0.3517656710839142,-0.35244882396641425,1.736014479504117,6.175782141045865,113.12785909114804
Lambda_a,per90_fouls_suffered,1,-0.00151899602249995,-5.275999999999892e-5,0.16262579044030775,-0.1770079295,0.174121433,0.1579436529489146,-0.15946264897141454,1.7348096765372372,6.130247103938715,125.97533999413692
Lambda_a,per90_yellow_cards,1,-0.00104168814313525,-0.00514293525,0.03928320170018411,-0.05174645015,0.05117170044999999,-0.0273197298603244,0.02627804171718915,1.7347059042892945,6.206739755649647,180.41428410349425
Lambda_a,per90_goals,2,0,0,0,0,0,0,0,NA,NA,NA
Lambda_a,per90_assists,2,0.826031035985,0.8256682,0.01837051308934266,0.7964912215,0.8563951699999999,0.7921671678312122,0.033863868153787835,1.0063800054228749,473.8472742096058,1230.7441559825063
Lambda_a,per90_xg_shot,2,0.2924213493075,0.29218675,0.01117217516415227,0.27427705150000004,0.31077439749999997,0.28856283321775145,0.003858516089748576,1.009269579606568,630.709495432197,1191.5124478252078
Lambda_a,per90_xg_assist,2,0.524158918735,0.52400564,0.01163941670187826,0.5053281730000001,0.543716177,0.4954761038930672,0.028682814841932802,1.003045627147336,549.9775111910476,1212.3402673436708
Lambda_a,per90_shots,2,0.338417250015,0.338061265,0.01455626832583843,0.31459643649999997,0.3624440795,0.33710019549292597,0.0013170545220740348,1.0069033776020808,798.2426996060448,1330.5386585114434
Lambda_a,per90_head_shots,2,-0.1847916989475,-0.184675095,0.01307972789271485,-0.2059061275,-0.163205183,-0.1639136181635411,-0.02087808078395889,1.0041563293074351,1128.021075438346,2345.8012175743806
Lambda_a,rate_shots_on_target,2,-0.04736801284015,-0.0475529705,0.01180418414608935,-0.06660370245,-0.0279556612,-0.03282534910251504,-0.014542663737634957,1.00229184960086,1638.5504797806304,2438.0011412238373
Lambda_a,rate_goal_conversion,2,-0.322578484455,-0.322510615,0.01091328571472157,-0.340492043,-0.30467164750000003,-0.30216362707184596,-0.020414857383154017,1.0019061845584492,947.2659372936284,2319.0809857791883
Lambda_a,per90_received_pass,2,-0.060924473619,-0.06096119499999999,0.01086604389337864,-0.0788775105,-0.04245603500000002,-0.06310621552617633,0.002181741907176335,1.0024587678881294,1190.96338262163,2502.588134484399
Lambda_a,per90_passes,2,-0.195821736465,-0.19572307,0.00975366905687003,-0.2124618705,-0.1800777685,-0.1778687312752023,-0.0179530051897977,0.9994324673528578,1711.841116091723,2874.506443899429
Lambda_a,per90_forward_passes,2,-0.057164216005,-0.0572463835,0.00846437536482208,-0.07124551085,-0.04369176775,-0.050595435669175695,-0.006568780335824302,1.0009022269785528,3363.5785561203916,3283.9274643308445
Lambda_a,per90_back_passes,2,0.178303846125,0.17833182,0.01048145886943538,0.16090251949999998,0.195437327,0.16035761619874297,0.017946229926257024,1.0070723013886629,855.2138894626972,1608.1495752094388
Lambda_a,per90_lateral_passes,2,0.1433162312275,0.143564285,0.01237939993188077,0.1228476415,0.1634204045,0.12771185615616704,0.015604375071332971,1.0042050275988914,1002.1059891432188,1710.0711272677145
Lambda_a,per90_long_passes,2,-0.2317162069675,-0.231633145,0.01379715627343066,-0.2541814205,-0.20892696750000003,-0.23337461334855264,0.001658406381052635,1.0067318093181787,763.1698257108046,1375.6352264233958
Lambda_a,per90_smart_passes,2,-0.3491514487575,-0.349040645,0.01169950942368367,-0.3691479205,-0.3299255575,-0.33208218813862767,-0.017069260618872317,1.004082541556115,808.3430664166713,2030.784222282728
Lambda_a,per90_progressive_passes,2,0.1444605346175,0.144488295,0.01148692808495975,0.125413387,0.16304539049999997,0.12843064787178285,0.016029886745717148,1.001533919339071,1604.6852519702572,3025.8448288835893
Lambda_a,per90_passes_to_final_third,2,-0.02406486120519275,-0.024138786,0.00905398612238529,-0.03868871485,-0.00889414956,-0.014518478986133615,-0.009546382219059136,1.0027229335518286,1257.301085002201,2498.5289813670215
Lambda_a,per90_key_passes,2,0.01143238265532112,0.0114615465,0.01224606753058413,-0.00914190683,0.03199450444999999,0.004432698168949179,0.006999684486371941,1.0033170158806568,1398.7634000582543,2504.7416502709575
Lambda_a,per90_through_passes,2,-0.297709867625,-0.29758556,0.01096188666787908,-0.315900983,-0.28000540850000005,-0.28434200412999644,-0.013367863495003574,1.00368009915523,719.6111355987534,1337.7321095691464
Lambda_a,per90_crosses,2,-0.12300009159175,-0.12288295,0.00973733500869924,-0.13906884099999997,-0.1068734985,-0.1157499750541676,-0.007250116537582396,1.0031960241731868,1544.35218438976,2480.8523318502553
Lambda_a,per90_shot_assists,2,0.08524430340175,0.085387825,0.01715015342197499,0.0562307858,0.1133414375,0.07165636237813161,0.013587941023618391,1.007923593864307,611.3337366758539,644.6064191946116
Lambda_a,rate_successful_passes,2,-0.05912836249475,-0.059113682,0.01323860283089696,-0.08139132615000001,-0.03776661145,-0.062169510963727886,0.0030411484689778848,1.0013007005906855,1471.691636569016,2350.579448626777
Lambda_a,rate_successful_progressive_passes,2,-0.3105042390475,-0.310478975,0.01151881028919667,-0.3298782095,-0.29139434449999996,-0.27660803373074827,-0.03389620531675175,1.008832280233474,807.2636254039353,1941.330129876013
Lambda_a,rate_successful_crosses,2,0.29891438875,0.29882536000000004,0.01265934272919504,0.27833205149999996,0.31991363500000003,0.26927675232188486,0.02963763642811512,1.0010349970217989,1230.1653276982322,2075.7160233764716
Lambda_a,per90_dribbles,2,-0.192450158855,-0.192531975,0.01201353553252455,-0.2121028715,-0.17289793500000003,-0.1725639589639714,-0.019886199891028605,1.0084622963537286,752.1280844230204,1157.1226496994675
Lambda_a,per90_progressive_run,2,0.5307342055775,0.53086515,0.01429204050234962,0.507645199,0.5544357855,0.5215786201623199,0.009155585415180023,1.0052119040333234,685.7047540857817,1365.402361388565
Lambda_a,per90_accelerations,2,0.41192124088,0.41189494,0.0120929237532736,0.392158923,0.4323140955,0.3949231452271884,0.016998095652811573,1.00349405912392,701.4576335484783,1633.7400411432943
Lambda_a,rate_successful_dribbles,2,0.12254214694075,0.122455685,0.01001616083749594,0.106313641,0.13912719499999998,0.11513983144895767,0.007402315491792322,1.003467797160349,1334.4896355670296,2440.8882359706045
Lambda_a,per90_touch_in_box,2,0.2924831366575,0.29234255,0.01170736310536316,0.27345118999999996,0.31205156349999996,0.28550973022865284,0.00697340642884714,1.0034399218230907,907.7272616018546,1923.573360831121
Lambda_a,per90_losses,2,-0.08019931339625,-0.08034129649999999,0.01080722090639273,-0.09798869025,-0.0623179279,-0.08459994465943611,0.004400631263186114,1.004704220185752,1400.722262784325,2253.627071710586
Lambda_a,per90_own_half_losses,2,-0.2409562912475,-0.240967325,0.01347610572883068,-0.263129124,-0.219134349,-0.23356844678652902,-0.007387844460970988,1.000363286291024,1996.6549502036992,2752.283617408943
Lambda_a,per90_dangerous_own_half_losses,2,0.36168170056,0.36148359,0.01108889764345259,0.3435546515,0.380239422,0.3432422388382872,0.01843946172171279,1.002861833578921,896.0444142577052,1867.124922673688
Lambda_a,per90_recoveries,2,0.1577528851975,0.15771884,0.0094854940189153,0.14216714349999998,0.1728039665,0.15662379222570125,0.0011290929717987508,1.0046939657200724,1328.6406779415224,2392.2935523314727
Lambda_a,per90_opponent_half_recoveries,2,0.065278076664,0.065292233,0.01361693139534852,0.04334244335,0.08734574564999999,0.03166343725032605,0.03361463941367395,1.0085138112016212,732.6954217267169,1349.5010710136337
Lambda_a,per90_dangerous_opponent_half_recoveries,2,-0.3166080982125,-0.31650062,0.01371397271130706,-0.3393638625,-0.2942710495,-0.30378873682727137,-0.012819361385228656,1.003817113715073,767.8801743189063,1592.6061237758674
Lambda_a,per90_interceptions,2,-0.1515584963575,-0.151392195,0.00922456061135859,-0.166709347,-0.13664014400000002,-0.13037137746394026,-0.02118711889355973,1.0021666286958553,1266.5388396412693,2474.947033774312
Lambda_a,per90_clearances,2,0.0252689790967625,0.02516495249999999,0.01051067592559248,0.007887776125,0.04224074439999997,0.029212820252849117,-0.003943841156086616,1.003838374313933,1231.780447347879,2528.95368481052
Lambda_a,per90_shots_blocked,2,-0.246542345545,-0.246572215,0.01590845939871182,-0.27266236850000003,-0.220789179,-0.24754685578711172,0.0010045102421117058,1.0091356600945418,541.043458963048,931.7179116298878
Lambda_a,per90_defensive_duels,2,-0.1306503858335,-0.13068911,0.01239905485195351,-0.15152953700000002,-0.109748078,-0.130181003848189,-4.693819853109904e-4,1.002004653857446,2057.3284707822245,2829.152144505966
Lambda_a,per90_offensive_duels,2,-0.09343777182525,-0.093350486,0.01241122399435037,-0.1140864815,-0.07302815905,-0.09250360783624573,-9.341639890042691e-4,1.007878410042949,656.581674431572,1141.096406894053
Lambda_a,per90_aerial_duels,2,0.2192378862375,0.219171105,0.0108971468062605,0.2010422575,0.237197438,0.22021922107940198,-9.813348419019652e-4,1.0007109939808814,1443.9334180694811,2406.0282973774456
Lambda_a,per90_pressing_duels,2,0.01646379076333382,0.01642202849999999,0.01251096628207387,-0.004072064025,0.03676672569999998,0.0065670313187929895,0.00989675944454083,1.0036270373563236,1134.7319558805984,2053.448069649107
Lambda_a,per90_loose_ball_duels,2,0.4385937986525,0.43834551,0.01345662951817284,0.416634556,0.460544759,0.40135698094469563,0.03723681770780435,1.0019906874459856,766.8161863751762,1229.9766531419775
Lambda_a,per90_sliding_tackles,2,3.383755889942248e-4,4.73665195e-4,0.01084866505810504,-0.01739553905,0.01832929739999999,-0.011908830117354262,0.012247205706348487,1.0054095960468086,772.8121303335399,1144.9139239746503
Lambda_a,per90_dribbles_against,2,-0.1837946171725,-0.18378496,0.01083533939065019,-0.201454769,-0.166234686,-0.17394315148731943,-0.009851465685180583,1.001732957888665,2046.232882871686,3201.3675180287355
Lambda_a,rate_defensive_duels_won,2,-0.346902609115,-0.34675978,0.00994788904106783,-0.3633825125,-0.3304810285,-0.32786804631213917,-0.01903456280286081,1.0034722154310256,829.9690770791084,1970.246744472761
Lambda_a,rate_offensive_duels_won,2,0.0212949273045435,0.021227743,0.01180904437738425,0.00166951382,0.04078721799999998,0.050206268682257665,-0.028911341377714166,1.0041724145461937,918.9785584634446,2011.6827439232836
Lambda_a,rate_aerial_duels_won,2,-0.12978438091825,-0.129902445,0.01097250956179963,-0.147365188,-0.111562083,-0.11992815454738981,-0.0098562263708602,1.0029670013654228,1659.1575270758408,2624.184110441588
Lambda_a,rate_dribbles_against_won,2,-0.08939441231875,-0.089442966,0.01088587926365291,-0.1077544695,-0.07179516925,-0.10001351731589259,0.010619104997142581,1.000643735418785,3057.7719782368104,2920.474946196809
Lambda_a,rate_successful_sliding_tackles,2,-0.12723858500175,-0.12710558,0.01128137085084511,-0.145889939,-0.108475214,-0.11875212982002643,-0.00848645518172357,1.005478042165679,840.2230754769139,1391.670876527077
Lambda_a,per90_fouls,2,-0.30308364334,-0.303137425,0.01558252897091035,-0.3285237935,-0.27760740300000003,-0.2822936327801606,-0.020790010559839367,1.011190006327895,604.9189808853349,1312.8349384933165
Lambda_a,per90_fouls_suffered,2,0.22491378828,0.224791835,0.01092553439753079,0.207202786,0.2427731405,0.2029504771880363,0.0219633110919637,1.0028219938469187,981.0047621780876,1601.8626925041926
Lambda_a,per90_yellow_cards,2,0.138693059585,0.13866951500000002,0.01050153145018596,0.1210747265,0.15582061749999998,0.12360239061156082,0.015090668973439178,1.00160987615494,1513.143634579132,2367.7435476914384
Lambda_b,per90_goals,1,0.4671042518375,0.47264654,0.21513066236641373,0.171751306,0.786330527,0.35147101678885523,0.11563323504864476,1.7237614313210918,6.188996589123525,143.1467020198773
Lambda_b,per90_assists,1,0.00680931897681009,-4.2664677e-4,0.18266060480322577,-0.241916168,0.2611501499999999,-0.13556879350011142,0.1423781124769215,1.7327223008707595,6.129368439548904,110.31743278095357
Lambda_b,per90_xg_shot,1,-0.0083371492864997,-0.051757595000000003,0.5382338402109763,-0.6858070005,0.6536431935,0.2299010118482437,-0.23823816113474341,1.736624067900516,6.170973432297151,142.2404635345096
Lambda_b,per90_xg_assist,1,0.00816855806161562,0.0057974771,0.14190771096791335,-0.21252205849999997,0.2491245485,-0.04552872744540007,0.05369728550701569,1.2826062749985894,10.851865396116011,250.32876151317836
Lambda_b,per90_shots,1,-0.00245421506323967,-0.0019526928,0.06298626041628554,-0.106185417,0.09748998124999995,-0.0157279588948529,0.01327374383161323,1.0039090554098222,1244.510454214507,2181.1349060004472
Lambda_b,per90_head_shots,1,-0.00608690272672974,-0.0063108407,0.06557064445332486,-0.1102939865,0.09497950099999997,0.053143764116905,-0.05923066684363474,1.498578241658053,7.494622798210523,136.72956797218814
Lambda_b,rate_shots_on_target,1,0.00783691827690714,0.0072062475,0.1065587950413385,-0.15560928799999998,0.1781812919999999,-0.08178843936112108,0.08962535763802822,1.5308965168049358,7.23593941214099,136.43474518692213
Lambda_b,rate_goal_conversion,1,-0.00110022806023639,-0.016133834,0.22688263686576576,-0.336091899,0.35886513299999995,-0.05379919226882406,0.052698964208587676,1.6222170311134891,6.657767110402062,164.81759344485522
Lambda_b,per90_received_pass,1,0.00737808742872251,8.02980275e-4,0.16853871692422878,-0.2469932125,0.28469611949999996,0.008550746681594848,-0.001172659252872338,1.4490265261755788,8.018243375060733,230.9989807762681
Lambda_b,per90_passes,1,-0.00328760540180001,0.00242667974999999,0.3488820308457397,-0.4731062035,0.45110859499999995,0.23014017198306946,-0.23342777738486947,1.7326858175955584,6.1595517442627425,313.8124017296157
Lambda_b,per90_forward_passes,1,-0.00160642604406505,1.6152528499999998e-4,0.10964377847359372,-0.184488803,0.1747078324999999,-0.061416607711016126,0.059810181666951075,1.2369966125476777,12.840372266872734,446.4634758734832
Lambda_b,per90_back_passes,1,0.00819588038567514,-6.324447500000001e-4,0.2467766551540259,-0.3262685335,0.3486451274999999,-0.032809587001280005,0.041005467386955145,1.733446006495961,6.154760258055193,156.3140392596222
Lambda_b,per90_lateral_passes,1,-0.01023288572548505,-0.00283549835,0.14264394042255152,-0.223402734,0.1943149795,0.06147764317072721,-0.07171052889621225,1.7081785129564708,6.243860835073187,146.49755327954736
Lambda_b,per90_long_passes,1,0.01832277525789919,0.0151446275,0.2574421466439879,-0.35617739600000003,0.40198832549999985,-0.18561139430599277,0.20393416956389196,1.6930431118288485,6.3167348746426555,151.5636828050355
Lambda_b,per90_smart_passes,1,0.00132166209668338,0.00216115405,0.08642059897515988,-0.1321470955,0.12623347399999998,0.04137990155729572,-0.04005823946061234,1.68780856202602,6.361932283866244,164.23336713920466
Lambda_b,per90_progressive_passes,1,0.01778488565557539,0.014651579,0.2481984321102524,-0.3452737175,0.3820984045,-0.15686350082205272,0.17464838647762812,1.6992083159208065,6.270549107851594,157.3070564807782
Lambda_b,per90_passes_to_final_third,1,-0.01121520598311507,-0.0042099874,0.18468285585658445,-0.3044392475,0.2676468374999999,0.08961608566590788,-0.10083129164902295,1.574452810207687,6.909260765152141,203.9766602916696
Lambda_b,per90_key_passes,1,-0.00137642165935011,-0.00221282524999999,0.28236305172766946,-0.3838044275,0.3727115375,0.13965202526581572,-0.14102844692516583,1.7351681306507352,6.115655268799297,150.79704034665167
Lambda_b,per90_through_passes,1,0.02278358365500495,0.00340197615,0.39749862711262385,-0.5025747345,0.5542178255,-0.185481317126418,0.20826490078142296,1.733829019696434,6.1354412120539346,155.5023035267408
Lambda_b,per90_crosses,1,0.00497651681159286,-0.0262593135,0.2896389838867555,-0.3735120755,0.4065128745,-0.1634484147444392,0.16842493155603205,1.734519492501735,6.1427876697278645,141.79182255877097
Lambda_b,per90_shot_assists,1,-8.896629512093554e-4,-0.0011109211,0.14423420813982588,-0.238425988,0.228619353,0.08937157863613131,-0.09026124158734067,1.0021924740888744,1656.08894088507,1910.3455307746085
Lambda_b,rate_successful_passes,1,0.01026163080589728,0.0069722731,0.17242703142486349,-0.2412330715,0.27011597299999995,-0.037539823424689645,0.047801454230586925,1.693087958524958,6.311174459153083,176.52044573766517
Lambda_b,rate_successful_progressive_passes,1,0.00451159029479539,0.00583708105,0.1179676603374632,-0.191281802,0.19234385749999997,0.008506039313608035,-0.003994449018812646,1.1407241946645692,20.128842576043297,593.5283654344871
Lambda_b,rate_successful_crosses,1,-0.00357200590257917,-0.00102274083,0.08878800814355373,-0.1519581205,0.13690908299999988,0.010490849085585445,-0.014062854988164616,1.180299741162953,15.688936503879903,307.43872950012485
Lambda_b,per90_dribbles,1,0.01838499405600043,-0.01280785799999999,0.3280851524589898,-0.374711777,0.41265408849999985,-0.16608953095181772,0.18447452500781816,1.7379475099973214,6.129360582176864,177.61818110984495
Lambda_b,per90_progressive_run,1,0.00422465305727209,7.7819673e-4,0.18680786422705484,-0.276584891,0.2906497679999999,-0.07244505461088993,0.07666970766816202,1.64749500223216,6.557103299929914,155.4499080453463
Lambda_b,per90_accelerations,1,0.01027320191154433,0.0045359111,0.17090463653041496,-0.237951314,0.26533396249999996,-0.08823998643975187,0.0985131883512962,1.684994002555705,6.332113700228266,124.91719159992368
